source,classification,ID,Species,Culture collection number,Isolation source,Country,Continent,Category 1,Category 2,Category 3
bacdive,Corynebacterium,143999,Corynebacterium minutissimum,CCUG 22315,Human blood,USA,North America,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,143999,,,,,,#Host,#Human,
bacdive,Corynebacterium,144362,Corynebacterium minutissimum,CCUG 24744,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,144362,,,,,,#Host,#Human,
bacdive,Corynebacterium,144500,Corynebacterium minutissimum,CCUG 25354,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,144500,,,,,,#Host,#Human,
bacdive,Corynebacterium,144546,Corynebacterium minutissimum,CCUG 25619,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,144546,,,,,,#Host,#Human,
bacdive,Corynebacterium,144578,Corynebacterium minutissimum,CCUG 25799,Human uterus,France,Europe,#Infection,#Patient,
bacdive,Corynebacterium,144578,,,,,,#Host Body-Site,#Urogenital tract,
bacdive,Corynebacterium,144578,,,,,,#Host,#Human,
bacdive,Corynebacterium,144580,Corynebacterium minutissimum,CCUG 25803,Human ganglionic sup.,France,Europe,#Infection,#Patient,
bacdive,Corynebacterium,144580,,,,,,#Host,#Human,
bacdive,Corynebacterium,144582,Corynebacterium minutissimum,CCUG 25810,Human cystitis,France,Europe,#Infection,#Patient,
bacdive,Corynebacterium,144582,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,144582,,,,,,#Host,#Human,
bacdive,Corynebacterium,144686,Corynebacterium minutissimum,CCUG 26211,"Human wound,amputation",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,144686,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Corynebacterium,144686,,,,,,#Host,#Human,
bacdive,Corynebacterium,144733,Corynebacterium minutissimum,CCUG 26406,Human cervix,Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,144733,,,,,,#Host Body-Site,#Urogenital tract,
bacdive,Corynebacterium,144733,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,144865,Corynebacterium minutissimum,CCUG 26909,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,144865,,,,,,#Host,#Human,
bacdive,Corynebacterium,144881,Corynebacterium minutissimum,CCUG 26964,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,144881,,,,,,#Host,#Human,
bacdive,Corynebacterium,145264,Corynebacterium minutissimum,CCUG 28016,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,145264,,,,,,#Host,#Human,
bacdive,Corynebacterium,145379,Corynebacterium minutissimum,CCUG 28325,"Human blood,fever",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,145379,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,145379,,,,,,#Host,#Human,
bacdive,Corynebacterium,145600,Corynebacterium minutissimum,CCUG 28956,"Human blood,intrauterine deceased fetus",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,145600,,,,,,#Infection,#Medical environment,#Medical practice
bacdive,Corynebacterium,145600,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,145600,,,,,,#Host,#Human,
bacdive,Corynebacterium,146031,Corynebacterium minutissimum,CCUG 30193,Human gall,Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,146031,,,,,,#Host Body-Site,#Urogenital tract,#Bladder
bacdive,Corynebacterium,146031,,,,,,#Host,#Human,
bacdive,Corynebacterium,146066,Corynebacterium minutissimum,CCUG 30319,Human urine,Sweden,Europe,#Host Body Product,#Fluids,#Urine
bacdive,Corynebacterium,146066,,,,,,#Host,#Human,
bacdive,Corynebacterium,146340,Corynebacterium minutissimum,CCUG 30967,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,146340,,,,,,#Host,#Human,
bacdive,Corynebacterium,146552,Corynebacterium minutissimum,CCUG 31419,"Human blood,51-yr-old patient",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,146552,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,146552,,,,,,#Host,#Human,
bacdive,Corynebacterium,146669,Corynebacterium minutissimum,CCUG 31757,"Human wound,30-yr-old man,knee",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,146669,,,,,,#Host Body-Site,#Limb,#Leg
bacdive,Corynebacterium,146669,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Corynebacterium,146669,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,146809,Corynebacterium minutissimum,CCUG 32157,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,146809,,,,,,#Host,#Human,
bacdive,Corynebacterium,147335,Corynebacterium minutissimum,CCUG 33388,Human feces,Sweden,Europe,#Host Body Product,#Gastrointestinal tract,#Feces (Stool)
bacdive,Corynebacterium,147335,,,,,,#Host,#Human,
bacdive,Corynebacterium,147564,Corynebacterium minutissimum,CCUG 33808,Human throat,Sweden,Europe,#Host Body-Site,#Oral cavity and airways,#Throat
bacdive,Corynebacterium,147564,,,,,,#Host,#Human,
bacdive,Corynebacterium,148172,Corynebacterium minutissimum,CCUG 34968,Human,Sweden,Europe,#Host,#Human,
bacdive,Corynebacterium,148611,Corynebacterium minutissimum,CCUG 35714,Human urine,Sweden,Europe,#Host Body Product,#Fluids,#Urine
bacdive,Corynebacterium,148611,,,,,,#Host,#Human,
bacdive,Corynebacterium,149120,Corynebacterium minutissimum,CCUG 36888,Human pericardial fluid,Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,149120,,,,,,#Host Body-Site,#Organ,#Heart
bacdive,Corynebacterium,149120,,,,,,#Host Body Product,#Fluids,
bacdive,Corynebacterium,149120,,,,,,#Host,#Human,
bacdive,Corynebacterium,149146,Corynebacterium minutissimum,CCUG 36939,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,149146,,,,,,#Host,#Human,
bacdive,Corynebacterium,149489,Corynebacterium minutissimum,CCUG 37830,"Human cerebrospinal fluid,dysphasy,meningitis ?",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,149489,,,,,,#Infection,#Disease,#Meningitis
bacdive,Corynebacterium,149489,,,,,,#Host Body Product,#Fluids,#Cerebrospinal fluid
bacdive,Corynebacterium,149489,,,,,,#Host,#Human,
bacdive,Corynebacterium,150088,Corynebacterium minutissimum,CCUG 38971,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,150088,,,,,,#Host,#Human,
bacdive,Corynebacterium,150278,Corynebacterium minutissimum,CCUG 39473,Environment ?,Sweden,Europe,#Environmental,,
bacdive,Corynebacterium,150376,Corynebacterium minutissimum,CCUG 39762,Human urine,France,Europe,#Host Body Product,#Fluids,#Urine
bacdive,Corynebacterium,150376,,,,,,#Host,#Human,
bacdive,Corynebacterium,150975,Corynebacterium minutissimum,CCUG 42922,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,150975,,,,,,#Host,#Human,
bacdive,Corynebacterium,151448,Corynebacterium minutissimum,CCUG 44093,"Human vagina,fornix,vaginosis",Sweden,Europe,#Host,#Human,#Female
bacdive,Corynebacterium,151448,,,,,,#Infection,#Patient,
bacdive,Corynebacterium,151448,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,151448,,,,,,#Host Body-Site,#Urogenital tract,#Vagina
bacdive,Corynebacterium,153040,Corynebacterium minutissimum,CCUG 48368,"Human blood,55-yr-old patient",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,153040,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,153040,,,,,,#Host,#Human,
bacdive,Corynebacterium,153887,Corynebacterium minutissimum,CCUG 51535,"Human pleural fluid,64-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,153887,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Corynebacterium,153887,,,,,,#Host Body Product,#Oral cavity and Airways,#Pleural fluid
bacdive,Corynebacterium,153887,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,155703,Corynebacterium minutissimum,CCUG 59056,"Human blood,83-yr-old man",Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,155703,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,3163,Corynebacterium mucifaciens,"DSM 44265, CCUG 36878, CIP 105129, DMMZ 2278, JCM 10384, ATCC 700355, CCM 4678, LMG 19067","Blood culture (a 68 year-old man)###Human blood,cardiac surgery###Blood culture (cardiac surgery), male, 68 years###human blood culture",Switzerland,Europe,#Host,#Human,#Male
bacdive,Corynebacterium,3163,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,3163,,,,,,#Host,#Human,
bacdive,Corynebacterium,3163,,,,,,#Infection,#Patient,#Blood culture
bacdive,Corynebacterium,3163,,,,,,#Infection,#Patient,
bacdive,Corynebacterium,150083,Corynebacterium mucifaciens,CCUG 38966,"Human blood,55-yr-old male",Switzerland,Europe,#Infection,#Patient,
bacdive,Corynebacterium,150083,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,150083,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,150084,Corynebacterium mucifaciens,CCUG 38967,"Human blood,61-yr-old female",Switzerland,Europe,#Infection,#Patient,
bacdive,Corynebacterium,150084,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,150084,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,153858,Corynebacterium mucifaciens,CCUG 51389,"Human blood,97-yr-old man",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,153858,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,153858,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,155646,Corynebacterium mucifaciens,CCUG 58632,"Human blood,23-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,155646,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,155646,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,3236,Corynebacterium mustelae,"JCM 17318, DSM 45274, CCUG 57279","Ferret lung tissue,autopsy,Mustela putorius furo###necropsy lung tissue of a ferret with lethal sepsis",Germany###Switzerland,Europe,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Corynebacterium,3236,,,,,,#Host,#Mammals,
bacdive,Corynebacterium,3236,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,3107,Corynebacterium mycetoides,"DSM 20632, ATCC 43995, NCTC 9864, CCUG 27538, JCM 9388, BCRC 14871, CIP 55.51, IFO 15289, IMSNU 21213, NBRC 15289",tropicaloid ulcer,,,#Host Body-Site,#Gastrointestinal tract,
bacdive,Corynebacterium,3107,,,,,,#Infection,#Inflammation,
bacdive,Corynebacterium,157010,Corynebacterium mycetoides,CCUG 68618,"Human blood,67-yr-old male",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,157010,,,,,,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,157010,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,156802,Corynebacterium nasicanis,"CCUG 65455, LMG 28166, JCM 32433","Dog's nose swab###Dog nose,swab",Austria,Europe,#Infection,#Patient,#Swab
bacdive,Corynebacterium,156802,,,,,,#Host Body-Site,#Organ,#Nose
bacdive,Corynebacterium,156802,,,,,,#Host,#Mammals,#Canidae (Dog)
bacdive,Corynebacterium,140634,Corynebacterium oculi,"CCUG 65816, LMG 28277, DSM 107387, NML 130210","eye infection, human###Human eye###human patients with eye specimens",Switzerland,Europe,#Infection,#Patient,#Specimen
bacdive,Corynebacterium,140634,,,,,,#Host Body-Site,#Organ,#Eye
bacdive,Corynebacterium,140634,,,,,,#Host,#Human,
bacdive,Corynebacterium,3245,Corynebacterium otitidis,"CCUG 32254, DSM 8821, ATCC 51513, JCM 12146, CCM 4568, CIP 104075, IFM 10650, LMG 19071, NBRC 106139",Middle ear fluid from a patient with otitis media treated###Human otitis media###middle ear fluid from otitis media patient,Switzerland,Europe,#Host Body Product,#Fluids,
bacdive,Corynebacterium,3245,,,,,,#Host Body-Site,#Organ,#Ear
bacdive,Corynebacterium,3245,,,,,,#Infection,#Patient,
bacdive,Corynebacterium,3245,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,144579,Corynebacterium otitidis,CCUG 25801,Human,France,Europe,#Host,#Human,
bacdive,Corynebacterium,146877,Corynebacterium otitidis,CCUG 32344,"Human otitis media,17 year-old man",Switzerland,Europe,#Host,#Human,#Child
bacdive,Corynebacterium,146877,,,,,,#Infection,#Patient,
bacdive,Corynebacterium,146877,,,,,,#Infection,#Inflammation,
bacdive,Corynebacterium,146877,,,,,,#Host Body-Site,#Organ,#Ear
bacdive,Corynebacterium,146877,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,152161,Corynebacterium otitidis,CCUG 45934,Human ear,Sweden,Europe,#Host Body-Site,#Organ,#Ear
bacdive,Corynebacterium,152161,,,,,,#Host,#Human,
bacdive,Corynebacterium,152162,Corynebacterium otitidis,CCUG 45935,"Human ear,25-yr-old woman,media otitis",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,152162,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,152162,,,,,,#Host Body-Site,#Organ,#Ear
bacdive,Corynebacterium,152162,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,153068,Corynebacterium otitidis,CCUG 48414,"Human ear,otitis,1-yr-old female",Sweden,Europe,#Host,#Human,#Male
bacdive,Corynebacterium,153068,,,,,,#Infection,#Patient,
bacdive,Corynebacterium,153068,,,,,,#Infection,#Disease,
bacdive,Corynebacterium,153068,,,,,,#Host Body-Site,#Organ,#Ear
bacdive,Corynebacterium,153068,,,,,,#Host,#Human,#Child
bacdive,Corynebacterium,130269,Corynebacterium pelargi,"DSM 46737, CCM 8517, CIP 110778, LMG 28174, JCM 31757",Choana swab from white stork (<I>Ciconia ciconia</I>)###trachea of a white stork nestling (<i>Ciconia ciconia</i>),Poland,Europe,#Host Body-Site,#Oral cavity and airways,#Trachea
bacdive,Corynebacterium,130269,,,,,,#Host,#Birds,
bacdive,Corynebacterium,3204,Corynebacterium phocae,"DSM 44612, CCUG 38205, CIP 105741, LMG 19052, NCIMB 13757, JCM 12105","Nasal cavity of a common seal (<I>Phoca vitulina</I>)###Seal,common seal,Phoca vitulina,nasal cavity###common seal <I>Phoca vitulina</I>",United Kingdom,Europe,#Host,#Mammals,
bacdive,Corynebacterium,149693,Corynebacterium phocae,CCUG 38206,Common seal (Phoca vitulina),United Kingdom,Europe,#Host,#Mammals,
bacdive,Corynebacterium,139733,Corynebacterium phoceense,"DSM 100570, CSUR P1905",urine specimen,France,Europe,#Host Body Product,#Fluids,#Urine
bacdive,Corynebacterium,3238,Corynebacterium pilbarense,"JCM 17319, DSM 45350, CCUG 57942, WACC 658, IMMIB WACC 658","Human ankle aspirate from a 54-year-old man probably with gout###Human ankle aspirate,54-year old man with gout###ankle aspirate of a 54 year old man probably with gout",Australia,Australia and Oceania,#Host,#Human,#Male
bacdive,Corynebacterium,3238,,,,,,#Host Body Product,#Fluids,#Aspirate
bacdive,Corynebacterium,3108,Corynebacterium pilosum,"CCUG 27193, JCM 3714, NCTC 11862, CIP 103422, CCM 6140, DSM 20521, ATCC 29592, CECT 4049, CGMCC 1.1931, IFO 15285, KCTC 3434, LMG 19068, NBRC 15285",Cow###urine of cow,Japan,Asia,#Host Body Product,#Fluids,#Urine
bacdive,Corynebacterium,3108,,,,,,#Host,#Mammals,"#Bovinae (Cow, Cattle)"
bacdive,Corynebacterium,144577,Corynebacterium pilosum,"CCUG 25798, CIP 6938",Bovine urine (pyelonephritis),,,#Infection,#Inflammation,
bacdive,Corynebacterium,144577,,,,,,#Host Body-Site,#Urogenital tract,#Kidney
bacdive,Corynebacterium,144577,,,,,,#Host Body Product,#Fluids,#Urine
bacdive,Corynebacterium,144577,,,,,,#Host,#Mammals,"#Bovinae (Cow, Cattle)"
bacdive,Corynebacterium,132609,Corynebacterium pollutisoli,"DSM 100104, KCTC 39687, MCC 2722",dumpsite soil contaminated with hexachlorocyclohexane (HCH)###soil from a hexachlorocyclohexane dumpsite,India,Asia,#Environmental,#Terrestrial,#Soil
bacdive,Corynebacterium,132609,,,,,,#Engineered,#Waste,
bacdive,Corynebacterium,3172,Corynebacterium propinquum,"JCM 12106, DSM 44285, ATCC 51488, CCUG 33048, CIP 103792, LMG 19069",Human tracheal aspiration###Respiratory tract###human respiratory tract,France,Europe,#Host Body-Site,#Oral cavity and airways,#Airways
bacdive,Corynebacterium,3172,,,,,,#Host,#Human,
bacdive,Corynebacterium,3173,Corynebacterium propinquum,"DSM 44286, CCUG 33049",human respiratory tract,France,Europe,#Host Body-Site,#Oral cavity and airways,#Airways
bacdive,Corynebacterium,3173,,,,,,#Host,#Human,
bacdive,Corynebacterium,146812,Corynebacterium propinquum,CCUG 32163,"Human pharynx,26-yr-old man",Zambia,Africa,#Infection,#Patient,
bacdive,Corynebacterium,146812,,,,,,#Host Body-Site,#Oral cavity and airways,#Throat
bacdive,Corynebacterium,146812,,,,,,#Host,#Human,#Male
bacdive,Corynebacterium,146941,Corynebacterium propinquum,CCUG 32509,Human bronchial alveolar lavage,Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,146941,,,,,,#Infection,#Medical environment,#Medical practice
bacdive,Corynebacterium,146941,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Corynebacterium,146941,,,,,,#Host,#Human,
bacdive,Corynebacterium,147206,Corynebacterium propinquum,CCUG 33050,Human respiratory tract,France,Europe,#Host Body-Site,#Oral cavity and airways,#Airways
bacdive,Corynebacterium,147206,,,,,,#Host,#Human,
bacdive,Corynebacterium,147207,Corynebacterium propinquum,CCUG 33051,Human respiratory tract,France,Europe,#Host Body-Site,#Oral cavity and airways,#Airways
bacdive,Corynebacterium,147207,,,,,,#Host,#Human,
bacdive,Corynebacterium,151717,Corynebacterium propinquum,CCUG 44703,Human wound,Sweden,Europe,#Host Body-Site,#Other,#Wound
bacdive,Corynebacterium,151717,,,,,,#Host,#Human,
bacdive,Corynebacterium,156456,Corynebacterium propinquum,CCUG 61888,"Human tissue,47-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,156456,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,3144,Corynebacterium pseudodiphtheriticum,"DSM 44287, ATCC 10700, ATCC 7091, CCUG 27539, IFO 15362, NBRC 15362, NCTC 11136, JCM 11665, BCRC 10656, CCM 2821, CECT 755, CIP 103420, LMG 19053, PCM 2051",human throat,USA,North America,#Host Body-Site,#Oral cavity and airways,#Throat
bacdive,Corynebacterium,3144,,,,,,#Host,#Human,
bacdive,Corynebacterium,143885,Corynebacterium pseudodiphtheriticum,CCUG 21707,Human,Sweden,Europe,#Host,#Human,
bacdive,Corynebacterium,144907,Corynebacterium pseudodiphtheriticum,CCUG 27041,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,144907,,,,,,#Host,#Human,
bacdive,Corynebacterium,145352,Corynebacterium pseudodiphtheriticum,CCUG 28263,"Human sputum,dominating organism in astmatic pat.",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,145352,,,,,,#Host Body Product,#Fluids,#Sputum
bacdive,Corynebacterium,145352,,,,,,#Host,#Human,
bacdive,Corynebacterium,146614,Corynebacterium pseudodiphtheriticum,CCUG 31607,"Human sputum,purulent,64-yr-old woman",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,146614,,,,,,#Host Body Product,#Fluids,#Sputum
bacdive,Corynebacterium,146614,,,,,,#Host,#Human,#Female
bacdive,Corynebacterium,146725,Corynebacterium pseudodiphtheriticum,CCUG 32024,Human nasopharynx,Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,146725,,,,,,#Host Body-Site,#Oral cavity and airways,#Throat
bacdive,Corynebacterium,146725,,,,,,#Host,#Human,
bacdive,Corynebacterium,146766,Corynebacterium pseudodiphtheriticum,CCUG 32083,Human nasopharynx,Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,146766,,,,,,#Host Body-Site,#Oral cavity and airways,#Throat
bacdive,Corynebacterium,146766,,,,,,#Host,#Human,
bacdive,Corynebacterium,146933,Corynebacterium pseudodiphtheriticum,CCUG 32469,Human sputum,Sweden,Europe,#Host Body Product,#Fluids,#Sputum
bacdive,Corynebacterium,146933,,,,,,#Host,#Human,
bacdive,Corynebacterium,148164,Corynebacterium pseudodiphtheriticum,CCUG 34943,Human,Sweden,Europe,#Host,#Human,
bacdive,Corynebacterium,149582,Corynebacterium pseudodiphtheriticum,CCUG 38010,Human bronchial alveolar lavage,Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,149582,,,,,,#Infection,#Medical environment,#Medical practice
bacdive,Corynebacterium,149582,,,,,,#Host Body-Site,#Oral cavity and airways,#Lung
bacdive,Corynebacterium,149582,,,,,,#Host,#Human,
bacdive,Corynebacterium,150849,Corynebacterium pseudodiphtheriticum,CCUG 42560,Human blood,Sweden,Europe,#Host Body Product,#Fluids,#Blood
bacdive,Corynebacterium,150849,,,,,,#Host,#Human,
bacdive,Corynebacterium,150855,Corynebacterium pseudodiphtheriticum,CCUG 42569,"Human wound,sacrum,necrosis",Sweden,Europe,#Infection,#Patient,
bacdive,Corynebacterium,150855,,,,,,#Host Body-Site,#Other,#Wound
bacdive,Corynebacterium,150855,,,,,,#Host,#Human,
bacdive,Corynebacterium,151056,Corynebacterium pseudodiphtheriticum,CCUG 43175,"Human throat swab,adult male",Europe,Europe,#Infection,#Patient,
bacdive,Corynebacterium,151056,,,,,,#Infection,#Patient,#Swab
bacdive,Corynebacterium,151056,,,,,,#Host Body-Site,#Oral cavity and airways,#Throat
bacdive,Corynebacterium,151056,,,,,,#Host,#Human,#Male
